rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
8,8,-1,OLD,20167904,라라랜드,2016-12-07,202648800,1.5,6334700,3.2,26347163328,23881,1427,6.4,3145995,204,349
9,9,0,OLD,20168154,딥워터 호라이즌,2017-01-25,99799800,0.7,-21376300,-17.6,630962543,12235,-2291,-15.8,80616,347,548
10,10,0,OLD,20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,76631000,0.6,23454500,44.1,223117000,11460,3520,44.3,33466,139,191
1,1,0,OLD,20151228,공조,2017-01-18,2269168100,47.9,-4130302400,-64.5,39863545569,304003,-457068,-60.1,4860116,1094,5160
2,2,0,OLD,20151229,더 킹,2017-01-18,1082210400,22.9,-2555240400,-70.2,36219182509,144604,-285873,-66.4,4410440,982,4324
3,3,1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,366385800,7.7,-436999600,-54.4,4611806073,47201,-43235,-47.8,547180,541,1936
4,4,-1,OLD,20165443,모아나,2017-01-12,338621800,7.2,-925720800,-73.2,15136903907,47046,-110190,-70.1,1933044,577,1365
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,212287300,4.5,-267622900,-55.8,27826630256,28695,-29861,-51,3454582,459,1080
6,6,2,OLD,20167904,라라랜드,2016-12-07,91441100,1.9,-111207700,-54.9,26438604428,12189,-11692,-49,3158184,216,371
7,7,2,OLD,20168154,딥워터 호라이즌,2017-01-25,62735700,1.3,-37064100,-37.1,693698243,8520,-3715,-30.4,89136,368,780
8,8,-1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,53724900,1.1,-157008300,-74.5,738820500,7734,-19346,-71.4,96711,294,403
9,9,-3,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,42473000,0.9,-210225700,-83.2,3000008100,6020,-26197,-81.3,401000,315,432
10,10,1,OLD,20168381,얼라이드,2017-01-11,23359000,0.5,-37486500,-61.6,4202065579,3023,-3683,-54.9,509407,140,224
1,1,0,OLD,20151228,공조,2017-01-18,1416506700,48,-852661400,-37.6,41280052269,189579,-114424,-37.6,5049695,1075,5290
2,2,0,OLD,20151229,더 킹,2017-01-18,689402400,23.3,-392808000,-36.3,36908584909,92503,-52101,-36,4502943,909,3982
3,3,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,224355000,7.6,-142030800,-38.8,4836161073,29001,-18200,-38.6,576181,497,1727
4,4,0,OLD,20165443,모아나,2017-01-12,161084300,5.5,-177537500,-52.4,15297988207,22344,-24702,-52.5,1955388,520,1211
5,5,0,OLD,20161872,너의 이름은.,2017-01-04,132712800,4.5,-79574500,-37.5,27959343056,17774,-10921,-38.1,3472356,425,998
6,6,21,OLD,20167324,라이언,2017-02-01,79505500,2.7,77669500,4230.4,121527100,10688,10382,3392.8,16246,173,803
7,7,-1,OLD,20167904,라라랜드,2016-12-07,66537700,2.3,-24903400,-27.2,26505142128,8823,-3366,-27.6,3167007,218,406
8,8,-1,OLD,20168154,딥워터 호라이즌,2017-01-25,20698300,0.7,-42037400,-67,714396543,2845,-5675,-66.6,91981,218,392
9,9,-1,OLD,20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,15700700,0.5,-38024200,-70.8,754521200,2283,-5451,-70.5,98994,189,234
10,10,-1,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,13028500,0.4,-29444500,-69.3,3013036600,1912,-4108,-68.2,402912,195,251
1,1,0,OLD,20151228,공조,2017-01-18,1306151800,43.3,-110354900,-7.8,42586204069,174342,-15237,-8,5224037,998,5011
2,2,0,OLD,20151229,더 킹,2017-01-18,587350500,19.5,-102051900,-14.8,37495935409,78761,-13742,-14.9,4581704,827,3523
3,3,82,OLD,20179281,컨택트,2017-02-02,407616000,13.5,407604000,3396700,448158800,54584,54582,2729100,59414,509,2223
4,4,-1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,167024200,5.5,-57330800,-25.6,5003185273,21561,-7440,-25.7,597742,446,1341
5,5,-1,OLD,20165443,모아나,2017-01-12,136237500,4.5,-24846800,-15.4,15434225707,19177,-3167,-14.2,1974565,491,1009
6,6,-1,OLD,20161872,너의 이름은.,2017-01-04,99014000,3.3,-33698800,-25.4,28058357056,13249,-4525,-25.5,3485605,363,770
7,7,-1,OLD,20167324,라이언,2017-02-01,57512400,1.9,-21993100,-27.7,179039500,7806,-2882,-27,24052,176,695
8,8,-1,OLD,20167904,라라랜드,2016-12-07,57306300,1.9,-9231400,-13.9,26562448428,7590,-1233,-14,3174597,194,342
9,9,9,OLD,20150964,조작된 도시,2017-02-09,24000000,0.8,18600000,344.4,47716000,3000,2100,233.3,6271,10,10
10,10,2,OLD,20165822,매기스 플랜,2017-01-25,14024700,0.5,609200,4.5,220870800,1869,84,4.7,27614,69,100
1,1,0,OLD,20151228,공조,2017-01-18,1698784568,45.1,392632768,30.1,44284988637,202908,28566,16.4,5426945,1022,5198
2,2,0,OLD,20151229,더 킹,2017-01-18,723431518,19.2,136081018,23.2,38219366927,86879,8118,10.3,4668583,837,3542
3,3,0,OLD,20179281,컨택트,2017-02-02,512632832,13.6,105016832,25.8,960791632,61006,6422,11.8,120420,558,2353
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,220219750,5.8,53195550,31.8,5223405023,25268,3707,17.2,623010,468,1394
5,5,0,OLD,20165443,모아나,2017-01-12,153447000,4.1,17209500,12.6,15587672707,19657,480,2.5,1994222,488,1014
6,6,0,OLD,20161872,너의 이름은.,2017-01-04,124687400,3.3,25673400,25.9,28183044456,15053,1804,13.6,3500658,379,796
7,7,1,OLD,20167904,라라랜드,2016-12-07,75353200,2,18046900,31.5,26637801628,8818,1228,16.2,3183415,200,365
8,8,-1,OLD,20167324,라이언,2017-02-01,65816000,1.7,8303600,14.4,244855500,8035,229,2.9,32087,185,651
9,9,13,OLD,20162873,레고 배트맨 무비,2017-02-09,25835000,0.7,19397000,301.3,32273000,2690,1850,220.2,3530,11,11
10,10,0,OLD,20165822,매기스 플랜,2017-01-25,15252000,0.4,1227300,8.8,236122800,1779,-90,-4.8,29393,64,98
1,1,0,OLD,20151228,공조,2017-01-18,3758373250,46,2059588682,121.2,48043361887,442556,239648,118.1,5869501,1099,5616
2,2,0,OLD,20151229,더 킹,2017-01-18,1428182708,17.5,704751190,97.4,39647549635,168326,81447,93.7,4836909,832,3513
3,3,0,OLD,20179281,컨택트,2017-02-02,1076729150,13.2,564096318,110,2037520782,126370,65364,107.1,246790,605,2414
4,4,1,OLD,20165443,모아나,2017-01-12,591333600,7.2,437886600,285.4,16179006307,73943,54286,276.2,2068165,562,1197
5,5,-1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,405987342,5,185767592,84.4,5629392365,46339,21071,83.4,669349,486,1255
6,6,0,OLD,20161872,너의 이름은.,2017-01-04,234927500,2.9,110240100,88.4,28417971956,28466,13413,89.1,3529124,383,743
7,7,0,OLD,20167904,라라랜드,2016-12-07,129415900,1.6,54062700,71.7,26767217528,14872,6054,68.7,3198287,199,360
8,8,0,OLD,20167324,라이언,2017-02-01,122513000,1.5,56697000,86.1,367368500,14480,6445,80.2,46567,205,567
9,9,0,OLD,20162873,레고 배트맨 무비,2017-02-09,101069200,1.2,75234200,291.2,133342200,12534,9844,365.9,16064,276,496
10,10,2,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,62431500,0.8,51114100,451.6,3095252500,8184,6609,419.6,413883,188,225
1,1,0,OLD,20151228,공조,2017-01-18,3407131600,45.6,-351241650,-9.3,51450493487,402889,-39667,-9,6272390,1094,5456
2,2,0,OLD,20151229,더 킹,2017-01-18,1305062900,17.4,-123119808,-8.6,40952612535,154446,-13880,-8.2,4991355,818,3369
3,3,0,OLD,20179281,컨택트,2017-02-02,946606900,12.7,-130122250,-12.1,2984127682,111552,-14818,-11.7,358342,598,2356
4,4,0,OLD,20165443,모아나,2017-01-12,628423400,8.4,37089800,6.3,16807429707,77871,3928,5.3,2146036,583,1248
5,5,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,339636900,4.5,-66350442,-16.3,5969029265,38653,-7686,-16.6,708002,473,1216
6,6,0,OLD,20161872,너의 이름은.,2017-01-04,210425700,2.8,-24501800,-10.4,28628397656,25533,-2933,-10.3,3554657,383,737
7,7,2,OLD,20162873,레고 배트맨 무비,2017-02-09,110014400,1.5,8945200,8.9,243356600,13516,982,7.8,29580,267,468
8,8,0,OLD,20167324,라이언,2017-02-01,108780400,1.5,-13732600,-11.2,476148900,12872,-1608,-11.1,59439,197,517
9,9,-2,OLD,20167904,라라랜드,2016-12-07,105754800,1.4,-23661100,-18.3,26872972328,12189,-2683,-18,3210476,201,356
10,10,0,OLD,20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,68822800,0.9,6391300,10.2,3164075300,8972,788,9.6,422855,196,237
1,1,0,OLD,20151228,공조,2017-01-18,934708000,45.2,-2472423600,-72.6,52385201487,124410,-278479,-69.1,6396800,1018,5048
2,2,0,OLD,20151229,더 킹,2017-01-18,374987900,18.1,-930075000,-71.3,41327600435,50002,-104444,-67.6,5041357,768,3223
3,3,0,OLD,20179281,컨택트,2017-02-02,280998200,13.6,-665608700,-70.3,3265125882,36897,-74655,-66.9,395239,546,2327
4,4,1,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,123567900,6,-216069000,-63.6,6092597165,15899,-22754,-58.9,723901,465,1324
5,5,-1,OLD,20165443,모아나,2017-01-12,82232100,4,-546191300,-86.9,16889661807,11293,-66578,-85.5,2157329,467,969
6,6,0,OLD,20161872,너의 이름은.,2017-01-04,67759100,3.3,-142666600,-67.8,28696156756,8883,-16650,-65.2,3563540,378,765
7,7,1,OLD,20167324,라이언,2017-02-01,42555600,2.1,-66224800,-60.9,518704500,6483,-6389,-49.6,65922,172,555
8,8,1,OLD,20167904,라라랜드,2016-12-07,44899600,2.2,-60855200,-57.5,26917871928,5876,-6313,-51.8,3216352,201,368
9,9,0,NEW,20150964,조작된 도시,2017-02-09,14528000,0.7,14528000,100,66744000,1816,1816,100,8837,9,9
10,10,3,OLD,20154342,뚜르: 내 생애 최고의 49일,2017-02-01,9932100,0.5,-8747900,-46.8,166360400,1464,-872,-37.3,21667,197,283
1,1,0,OLD,20151228,공조,2017-01-18,878530200,42.3,-56177800,-6,53263731687,118066,-6344,-5.1,6514866,1022,5007
2,2,0,OLD,20151229,더 킹,2017-01-18,363715400,17.5,-11272500,-3,41691315835,49014,-988,-2,5090371,777,3201
3,3,0,OLD,20179281,컨택트,2017-02-02,258802100,12.5,-22196100,-7.9,3523927982,34217,-2680,-7.3,429456,558,2304
4,4,0,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,113581700,5.5,-9986200,-8.1,6206178865,14727,-1172,-7.4,738628,462,1309
5,5,0,OLD,20165443,모아나,2017-01-12,93958400,4.5,11726300,14.3,16983620207,13612,2319,20.5,2170941,478,978
6,6,0,OLD,20161872,너의 이름은.,2017-01-04,74844800,3.6,7085700,10.5,28771001556,10175,1292,14.5,3573715,376,798
7,7,1,OLD,20167904,라라랜드,2016-12-07,45304900,2.2,405300,0.9,26963176828,6050,174,3,3222402,205,368
8,8,-1,OLD,20167324,라이언,2017-02-01,38688000,1.9,-3867600,-9.1,557392500,5879,-604,-9.3,71801,179,551
9,9,0,OLD,20150964,조작된 도시,2017-02-09,49941200,2.4,35413200,243.8,116685200,5457,3641,200.5,14294,34,34
10,10,0,NEW,20167644,발레리나,2017-02-09,31700000,1.5,31700000,100,46747500,3834,3834,100,5816,15,15
1,1,0,OLD,20151228,공조,2017-01-18,847015900,34.1,-31514300,-3.6,54110747587,113012,-5054,-4.3,6627878,942,4564
2,2,0,NEW,20167716,트리플 엑스 리턴즈,2017-02-08,536597600,21.6,536597600,100,547915600,68598,68598,100,69608,581,2943
3,3,-1,OLD,20151229,더 킹,2017-01-18,310697000,12.5,-53018400,-14.6,42002012835,41728,-7286,-14.9,5132099,663,2612
4,4,-1,OLD,20179281,컨택트,2017-02-02,216025600,8.7,-42776500,-16.5,3739953582,28406,-5811,-17,457862,483,1910
5,5,11,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,115078400,4.6,108874400,1754.9,121282400,15453,14553,1617,16353,166,428
6,6,-1,OLD,20165443,모아나,2017-01-12,80621500,3.2,-13336900,-14.2,17064241707,11805,-1807,-13.3,2182746,389,780
7,7,-3,OLD,20168688,레지던트 이블: 파멸의 날,2017-01-25,75332900,3,-38248800,-33.7,6281511765,9824,-4903,-33.3,748452,348,981
8,8,-2,OLD,20161872,너의 이름은.,2017-01-04,68245500,2.7,-6599300,-8.8,28839247056,9140,-1035,-10.2,3582855,327,632
9,9,-2,OLD,20167904,라라랜드,2016-12-07,45197700,1.8,-107200,-0.2,27008374528,6035,-15,-0.2,3228437,196,360
10,10,-2,OLD,20167324,라이언,2017-02-01,28069000,1.1,-10619000,-27.4,585461500,4287,-1592,-27.1,76088,150,358
1,1,10,OLD,20150964,조작된 도시,2017-02-09,1177376000,36.9,1145494000,3592.9,1325943200,157669,153760,3933.5,175872,771,3503
2,2,-1,OLD,20151228,공조,2017-01-18,681229400,21.3,-165786500,-19.6,54791976987,90606,-22406,-19.8,6718484,742,3271
3,3,-1,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,343727300,10.8,-192870300,-35.9,891642900,43816,-24782,-36.1,113424,541,2469
4,4,-1,OLD,20151229,더 킹,2017-01-18,189208600,5.9,-121488400,-39.1,42191221435,25352,-16376,-39.2,5157451,466,1359
5,5,33,OLD,20161141,50가지 그림자: 심연,2017-02-09,192090500,6,190989500,17346.9,193191500,24738,24579,15458.5,24897,419,1304
6,6,-2,OLD,20179281,컨택트,2017-02-02,123797000,3.9,-92228600,-42.7,3863750582,16178,-12228,-43,474040,399,949
7,7,-2,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,62127500,1.9,-52950900,-46,183409900,8337,-7116,-46,24690,172,364
8,8,-2,OLD,20165443,모아나,2017-01-12,51672800,1.6,-28948700,-35.9,17115914507,7596,-4209,-35.7,2190342,281,364
9,9,0,NEW,20162873,레고 배트맨 무비,2017-02-09,54661700,1.7,54661700,100,298018300,7285,7285,100,36865,381,593
10,10,57,OLD,20167644,발레리나,2017-02-09,44750700,1.4,44675700,59567.6,91573200,6787,6777,67770,12613,317,406
1,1,0,OLD,20150964,조작된 도시,2017-02-09,1551046539,38.8,373670539,31.7,2876989739,186738,29069,18.4,362610,825,3784
2,2,0,OLD,20151228,공조,2017-01-18,880984312,22,199754912,29.3,55672961299,104469,13863,15.3,6822953,748,3345
3,3,0,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,432633449,10.8,88906149,25.9,1324276349,49555,5739,13.1,162979,554,2492
4,4,0,OLD,20151229,더 킹,2017-01-18,223421800,5.6,34213200,18.1,42414643235,26656,1304,5.1,5184107,479,1371
5,5,0,OLD,20161141,50가지 그림자: 심연,2017-02-09,222566700,5.6,30476200,15.9,415758200,25446,708,2.9,50343,424,1310
6,6,0,OLD,20179281,컨택트,2017-02-02,168501288,4.2,44704288,36.1,4032251870,19578,3400,21,493618,416,965
7,7,0,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,69642400,1.7,7514900,12.1,253052300,8488,151,1.8,33178,180,377
8,8,1,OLD,20162873,레고 배트맨 무비,2017-02-09,68906851,1.7,14245151,26.1,366925151,8404,1119,15.4,45269,373,591
9,9,1,OLD,20167644,발레리나,2017-02-09,62239100,1.6,17488400,39.1,153812300,8319,1532,22.6,20932,325,430
10,10,-2,OLD,20165443,모아나,2017-01-12,59218700,1.5,7545900,14.6,17175133207,7735,139,1.8,2198077,285,362
1,1,0,OLD,20150964,조작된 도시,2017-02-09,2960746805,36.1,1409700266,90.9,5837736544,353192,166454,89.1,715802,1006,4495
2,2,0,OLD,20151228,공조,2017-01-18,1929374549,23.5,1048390237,119,57602335848,225583,121114,115.9,7048536,803,3552
3,3,0,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,910730146,11.1,478096697,110.5,2235006495,104170,54615,110.2,267149,590,2420
4,4,0,OLD,20151229,더 킹,2017-01-18,387276800,4.7,163855000,73.3,42801920035,45802,19146,71.8,5229909,477,1211
5,5,1,OLD,20179281,컨택트,2017-02-02,332495751,4.1,163994463,97.3,4364747621,37935,18357,93.8,531553,422,868
6,6,3,OLD,20167644,발레리나,2017-02-09,267826700,3.3,205587600,330.3,421639000,34405,26086,313.6,55337,416,645
7,7,-2,OLD,20161141,50가지 그림자: 심연,2017-02-09,282042300,3.4,59475600,26.7,697800500,31958,6512,25.6,82301,435,1085
8,8,2,OLD,20165443,모아나,2017-01-12,251662500,3.1,192443800,325,17426795707,31321,23586,304.9,2229398,390,597
9,9,-1,OLD,20162873,레고 배트맨 무비,2017-02-09,231355354,2.8,162448503,235.8,598280505,28669,20265,241.1,73938,427,717
10,10,-3,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,201436600,2.5,131794200,189.2,454488900,25197,16709,196.9,58375,214,430
1,1,0,OLD,20150964,조작된 도시,2017-02-09,2985432400,37.3,24685595,0.8,8823168944,356648,3456,1,1072450,1019,4471
2,2,0,OLD,20151228,공조,2017-01-18,1817148100,22.7,-112226449,-5.8,59419483948,213339,-12244,-5.4,7261875,811,3468
3,3,0,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,882426100,11,-28304046,-3.1,3117432595,101190,-2980,-2.9,368339,580,2305
4,4,0,OLD,20151229,더 킹,2017-01-18,350755700,4.4,-36521100,-9.4,43152675735,41732,-4070,-8.9,5271641,482,1172
5,5,1,OLD,20167644,발레리나,2017-02-09,309297100,3.9,41470400,15.5,730936100,39352,4947,14.4,94689,434,686
6,6,2,OLD,20165443,모아나,2017-01-12,283285800,3.5,31623300,12.6,17710081507,34967,3646,11.6,2264365,401,599
7,7,-2,OLD,20179281,컨택트,2017-02-02,282061100,3.5,-50434651,-15.2,4646808721,32438,-5497,-14.5,563991,417,829
8,8,1,OLD,20162873,레고 배트맨 무비,2017-02-09,260414500,3.3,29059146,12.6,858695005,32024,3355,11.7,105962,425,705
9,9,-2,OLD,20161141,50가지 그림자: 심연,2017-02-09,240771500,3,-41270800,-14.6,938572000,27065,-4893,-15.3,109366,430,1055
10,10,0,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,187325700,2.3,-14110900,-7,641814600,23332,-1865,-7.4,81707,215,432
1,1,0,OLD,20150964,조작된 도시,2017-02-09,978097300,40.8,-2007335100,-67.2,9801266244,130484,-226164,-63.4,1202934,886,4125
2,2,0,OLD,20151228,공조,2017-01-18,490600900,20.4,-1326547200,-73,59910084848,65398,-147941,-69.3,7327273,729,3198
3,3,0,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,227658100,9.5,-654768000,-74.2,3345090695,29366,-71824,-71,397705,542,2227
4,4,5,OLD,20161141,50가지 그림자: 심연,2017-02-09,132942900,5.5,-107828600,-44.8,1071514900,16981,-10084,-37.3,126347,405,1166
5,5,-1,OLD,20151229,더 킹,2017-01-18,118303900,4.9,-232451800,-66.3,43270979635,15844,-25888,-62,5287485,477,1196
6,6,1,OLD,20179281,컨택트,2017-02-02,89915300,3.7,-192145800,-68.1,4736724021,11734,-20704,-63.8,575725,390,855
7,7,-2,OLD,20167644,발레리나,2017-02-09,50887900,2.1,-258409200,-83.5,781824000,7562,-31790,-80.8,102251,351,485
8,8,0,OLD,20162873,레고 배트맨 무비,2017-02-09,43354600,1.8,-217059900,-83.4,902049605,5822,-26202,-81.8,111784,359,560
9,9,-3,OLD,20165443,모아나,2017-01-12,40267200,1.7,-243018600,-85.8,17750348707,5571,-29396,-84.1,2269936,278,381
10,10,0,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,35937900,1.5,-151387800,-80.8,677752500,4895,-18437,-79,86602,174,350
1,1,0,OLD,20150964,조작된 도시,2017-02-09,1084946500,39.9,106849200,10.9,10886212744,144305,13821,10.6,1347239,900,4173
2,2,0,OLD,20151228,공조,2017-01-18,517482300,19,26881400,5.5,60427567148,69610,4212,6.4,7396883,753,3220
3,3,0,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,237228500,8.7,9570400,4.2,3582319195,30333,967,3.3,428038,546,2200
4,4,0,OLD,20161141,50가지 그림자: 심연,2017-02-09,153785900,5.7,20843000,15.7,1225300800,19711,2730,16.1,146058,417,1173
5,5,0,OLD,20151229,더 킹,2017-01-18,125666200,4.6,7362300,6.2,43396645835,16886,1042,6.6,5304371,477,1196
6,6,0,OLD,20179281,컨택트,2017-02-02,99784700,3.7,9869400,11,4836508721,12914,1180,10.1,588639,395,841
7,7,0,OLD,20167644,발레리나,2017-02-09,66387800,2.4,15499900,30.5,848211800,9997,2435,32.2,112248,353,506
8,8,1,OLD,20165443,모아나,2017-01-12,47993900,1.8,7726700,19.2,17798342607,6731,1160,20.8,2276667,283,380
9,9,-1,OLD,20162873,레고 배트맨 무비,2017-02-09,47921000,1.8,4566400,10.5,949970605,6725,903,15.5,118509,366,552
10,10,0,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,37905800,1.4,1967900,5.5,715658300,5211,316,6.5,91813,175,342
1,1,13,OLD,20166421,재심,2017-02-15,916887400,31.1,895504400,4187.9,1014371400,121122,118113,3925.3,134255,727,3577
2,2,-1,OLD,20150964,조작된 도시,2017-02-09,655763900,22.3,-429182600,-39.6,11541976644,88129,-56176,-38.9,1435368,686,2878
3,3,15,OLD,20163580,그레이트 월,2017-02-15,377515500,12.8,352525500,1410.7,405105500,46451,44553,2347.4,48549,593,3088
4,4,-2,OLD,20151228,공조,2017-01-18,303371300,10.3,-214111000,-41.4,60730938448,40953,-28657,-41.2,7437836,511,1657
5,5,21,OLD,20167362,더 큐어,2017-02-15,202013400,6.9,197477400,4353.6,215624400,25961,25394,4478.7,27657,405,1204
6,6,1,OLD,20167644,발레리나,2017-02-09,54502700,1.9,-11885100,-17.9,902714500,8197,-1800,-18,120445,284,379
7,7,0,NEW,20161366,"그래, 가족",2017-02-15,57885300,2,57885300,100,79069300,8010,8010,100,10808,353,940
8,8,-5,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,51332000,1.7,-185896500,-78.4,3633651195,6815,-23518,-77.5,434853,311,640
9,9,-5,OLD,20161141,50가지 그림자: 심연,2017-02-09,50420400,1.7,-103365500,-67.2,1275721200,6446,-13265,-67.3,152504,205,324
10,10,0,OLD,20178881,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,35637800,1.2,-2268000,-6,751296100,4994,-217,-4.2,96807,125,162
1,1,0,OLD,20166421,재심,2017-02-15,1005300000,32.3,88412600,9.6,2019671400,133292,12170,10,267547,789,3664
2,2,0,OLD,20150964,조작된 도시,2017-02-09,566544100,18.2,-89219800,-13.6,12108520744,75708,-12421,-14.1,1511076,729,2923
3,3,0,OLD,20163580,그레이트 월,2017-02-15,407649200,13.1,30133700,8,812754700,49801,3350,7.2,98350,598,2860
4,4,0,OLD,20151228,공조,2017-01-18,264392400,8.5,-38978900,-12.8,60995330848,36022,-4931,-12,7473858,557,1549
5,5,0,NEW,20161744,트롤,2017-02-16,194536300,6.2,194536300,100,210360300,29500,29500,100,31478,507,985
6,6,-1,OLD,20167362,더 큐어,2017-02-15,179395600,5.8,-22617800,-11.2,395020000,23007,-2954,-11.4,50664,408,1172
7,7,14,OLD,20167906,마이펫 오지,2017-02-16,114609700,3.7,108957700,1927.8,128213700,16002,15158,1796,17840,390,566
8,8,-1,OLD,20161366,"그래, 가족",2017-02-15,55506700,1.8,-2378600,-4.1,134576000,7301,-709,-8.9,18109,361,884
9,9,-1,OLD,20167716,트리플 엑스 리턴즈,2017-02-08,39208200,1.3,-12123800,-23.6,3672859395,5193,-1622,-23.8,440046,275,525
